STID,name,state,network,network_long,Wind Sensor Height (m),lat,lon,Start Time,End Time,obs_time,obs_time_years
DTRO,Detroit Lake,OR,AGRIMET,U.S. Bureau of Reclamation,3.0,44.730,-122.17917,2003-02-04T00:00:00Z,2025-04-04T20:30:00Z,8095 days 20:30:00,22.165240702715035
EURN,Eureka,NV,AGRIMET,U.S. Bureau of Reclamation,3.0,39.68528,-115.97861,2003-02-04T00:00:00Z,2025-04-04T20:30:00Z,8095 days 20:30:00,22.165240702715035
FALN,Fallon,NV,AGRIMET,U.S. Bureau of Reclamation,3.0,39.45806,-118.77694,2003-02-04T00:00:00Z,2025-04-04T21:00:00Z,8095 days 21:00:00,22.1652977412731
GCDW,Grand Coulee Dam,WA,AGRIMET,U.S. Bureau of Reclamation,3.0,47.94528,-118.95361,2003-02-04T00:00:00Z,2025-04-04T21:00:00Z,8095 days 21:00:00,22.1652977412731
KFLW,Kettle Falls,WA,AGRIMET,U.S. Bureau of Reclamation,3.0,48.595,-118.12417,2003-02-04T00:00:00Z,2025-04-04T21:00:00Z,8095 days 21:00:00,22.1652977412731
KTBI,Kettle Butte,ID,AGRIMET,U.S. Bureau of Reclamation,3.0,43.54861,-112.32583,2003-02-04T00:00:00Z,2025-04-04T19:30:00Z,8095 days 19:30:00,22.165126625598905
LBRW,Lake Bryan - Rice Bar,WA,AGRIMET,U.S. Bureau of Reclamation,3.0,46.69750,-117.65417,2003-02-04T00:00:00Z,2025-04-04T21:00:00Z,8095 days 21:00:00,22.1652977412731
LORO,Lorella,OR,AGRIMET,U.S. Bureau of Reclamation,3.0,42.07778,-121.22417,2003-02-04T00:00:00Z,2025-04-04T21:00:00Z,8095 days 21:00:00,22.1652977412731
MNTI,Monteview,ID,AGRIMET,U.S. Bureau of Reclamation,3.0,44.015,-112.53583,2012-06-22T00:00:00Z,2025-04-04T19:30:00Z,4669 days 19:30:00,12.785249828884325
SBMW,Seven Bays Marina,WA,AGRIMET,U.S. Bureau of Reclamation,3.0,47.85528,-118.34111,2003-02-04T00:00:00Z,2025-04-04T21:00:00Z,8095 days 21:00:00,22.1652977412731
SILW,Silcott Island,WA,AGRIMET,U.S. Bureau of Reclamation,3.0,46.41861,-117.18472,2003-02-04T00:00:00Z,2025-04-04T21:00:00Z,8095 days 21:00:00,22.1652977412731
PKLT2,POSSUM KINGDOM,TX,RAWS,Interagency Remote Automatic Weather Stations,6.1,32.867220,-98.561670,2003-02-06T00:00:00Z,2025-04-04T22:05:00Z,8093 days 22:05:00,22.15994562324131
BNDW,Bonneville Dam,WA,AGRIMET,U.S. Bureau of Reclamation,3.0,45.64778,-121.93111,2003-02-14T00:00:00Z,2025-04-04T20:30:00Z,8085 days 20:30:00,22.137862194843713
BKBW1,BLACK KNOB,WA,RAWS,Interagency Remote Automatic Weather Stations,6.1,47.413740,-124.103100,2003-03-28T00:00:00Z,2025-04-04T21:31:00Z,8043 days 21:31:00,22.022988440185564
WDAC1,WOODACRE,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,37.990560,-122.644720,2003-05-24T00:00:00Z,2025-04-04T21:51:00Z,7986 days 21:51:00,21.866968971024413
KRBT2,"KIRBYVILLE, TX",TX,RAWS,Interagency Remote Automatic Weather Stations,6.1,30.633060,-93.828610,2003-02-22T00:00:00Z,2025-04-04T21:05:00Z,8077 days 21:05:00,22.116025933531066
NUNC2,NUNN #1,CO,SCAN,Soil Climate Analysis Network,3.05,40.86667,-104.73333,2018-04-26T07:34:00Z,2025-04-04T21:00:00Z,2535 days 13:26:00,6.941984181306563
FASM8,FORT ASSINIBOINE #1,MT,SCAN,Soil Climate Analysis Network,3.05,48.48333,-109.8,2004-05-21T00:00:00Z,2025-04-04T21:00:00Z,7623 days 21:00:00,20.87303216974675
ADRN5,ADAMS RANCH #1,NM,SCAN,Soil Climate Analysis Network,3.05,34.25,-105.41667,2004-05-21T00:00:00Z,2025-04-04T21:00:00Z,7623 days 21:00:00,20.87303216974675
LDDW1,LIND #1,WA,SCAN,Soil Climate Analysis Network,3.05,47,-118.56667,2003-02-26T00:00:00Z,2025-04-04T21:00:00Z,8073 days 21:00:00,22.105065023956193
TRGW4,TORRINGTON #1,WY,SCAN,Soil Climate Analysis Network,3.05,42.06667,-104.13333,2018-04-26T07:34:00Z,2025-04-04T21:00:00Z,2535 days 13:26:00,6.941984181306563
AZM27,Desert Ridge,AZ,AZMET,The Arizona Meteorological Network,3.0,33.68820,-111.96345,2002-08-13T00:00:00Z,2025-04-04T21:00:00Z,8270 days 21:00:00,22.644421629021217
AFRG1,WATKINSVILLE,GA,RAWS,Interagency Remote Automatic Weather Stations,6.1,33.888890,-83.418330,2004-06-11T00:00:00Z,2025-04-04T22:02:00Z,7602 days 22:02:00,20.815655182903644
BOLG1,BRENDER,GA,RAWS,Interagency Remote Automatic Weather Stations,6.1,33.050560,-83.716390,2003-03-06T00:00:00Z,2025-04-04T22:03:00Z,8065 days 22:03:00,22.083281998631076
EJAG1,CHATSWORTH,GA,RAWS,Interagency Remote Automatic Weather Stations,6.1,34.766390,-84.758890,2003-04-25T00:00:00Z,2025-04-04T22:02:00Z,8015 days 22:02:00,21.9463875579892
DLSG1,DALLAS,GA,RAWS,Interagency Remote Automatic Weather Stations,6.1,33.833060,-84.7400,2004-06-11T00:00:00Z,2025-04-04T22:02:00Z,7602 days 22:02:00,20.815655182903644
DSVG1,DAWSONVILLE,GA,RAWS,Interagency Remote Automatic Weather Stations,6.1,34.376390,-84.06,2004-06-11T00:00:00Z,2025-04-04T22:02:00Z,7602 days 22:02:00,20.815655182903644
HRDG1,MILLEDGEVILLE,GA,RAWS,Interagency Remote Automatic Weather Stations,6.1,33.010280,-83.207220,2004-06-11T00:00:00Z,2025-04-04T22:03:00Z,7602 days 22:03:00,20.815657084188913
MRAG1,MCRAE,GA,RAWS,Interagency Remote Automatic Weather Stations,6.1,32.094170,-82.881940,2004-06-11T00:00:00Z,2025-04-04T22:03:00Z,7602 days 22:03:00,20.815657084188913
PLAG1,AMERICUS/PLAINS,GA,RAWS,Interagency Remote Automatic Weather Stations,6.1,32.110560,-84.184170,2003-03-06T00:00:00Z,2025-04-04T21:48:00Z,8065 days 21:48:00,22.08325347935204
GRNW2,GRANDVIEW,WV,RAWS,Interagency Remote Automatic Weather Stations,6.1,37.832550,-81.06805,2004-06-11T00:00:00Z,2025-04-04T21:05:00Z,7602 days 21:05:00,20.81554680964332
BYRG1,BYROMVILLE,GA,RAWS,Interagency Remote Automatic Weather Stations,6.1,32.168060,-83.974720,2003-03-06T00:00:00Z,2025-04-04T22:05:00Z,8065 days 22:05:00,22.08328580120161
MDWG1,MIDWAY,GA,RAWS,Interagency Remote Automatic Weather Stations,6.1,31.784170,-81.438610,2004-06-11T00:00:00Z,2025-04-04T22:04:00Z,7602 days 22:04:00,20.81565898547418
TR889,ALPINE,KY,RAWS,Interagency Remote Automatic Weather Stations,6.1,36.795560,-85.380280,2003-04-29T00:00:00Z,2025-04-04T21:56:00Z,8011 days 21:56:00,21.93542474712906
CMLG1,CAMILLA,GA,RAWS,Interagency Remote Automatic Weather Stations,6.1,31.214170,-84.236110,2003-03-21T00:00:00Z,2025-04-04T22:04:00Z,8050 days 22:04:00,22.04221613810936
AELG1,ADEL,GA,RAWS,Interagency Remote Automatic Weather Stations,6.1,31.109720,-83.426940,2004-06-11T00:00:00Z,2025-04-04T22:04:00Z,7602 days 22:04:00,20.81565898547418
MTFG1,METTER,GA,RAWS,Interagency Remote Automatic Weather Stations,6.1,32.391390,-82.037220,2004-06-11T00:00:00Z,2025-04-04T22:03:00Z,7602 days 22:03:00,20.815657084188913
VCRT2,FALFURRIAS,TX,RAWS,Interagency Remote Automatic Weather Stations,6.1,27.208750,-98.121940,2003-03-26T00:00:00Z,2025-04-04T22:04:00Z,8045 days 22:04:00,22.0285268841737
RLKC1,RUTH,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,40.250740,-123.319800,2003-06-24T00:00:00Z,2025-04-04T21:23:00Z,7955 days 21:23:00,21.78204236063579
BNYN7,BEAUFORT,NC,RAWS,Interagency Remote Automatic Weather Stations,6.1,35.520810,-76.931830,2003-03-27T00:00:00Z,2025-04-04T21:13:00Z,8044 days 21:13:00,22.02569206783786
BXYG1,BAXLEY,GA,RAWS,Interagency Remote Automatic Weather Stations,6.1,31.713610,-82.387780,2004-06-11T00:00:00Z,2025-04-04T21:38:00Z,7602 days 21:38:00,20.81560955205719
OKEG1,WAYCROSS,GA,RAWS,Interagency Remote Automatic Weather Stations,6.1,31.246670,-82.401390,2003-06-09T00:00:00Z,2025-04-04T22:04:00Z,7970 days 22:04:00,21.823188075138795
ELOM5,ELY,MN,RAWS,Interagency Remote Automatic Weather Stations,6.1,47.828610,-91.836940,2003-07-22T00:00:00Z,2025-04-04T22:04:00Z,7927 days 22:04:00,21.705460491292115
ISAM5,ISABELLA,MN,RAWS,Interagency Remote Automatic Weather Stations,6.1,47.619720,-91.3775,2004-06-11T00:00:00Z,2025-04-04T22:04:00Z,7602 days 22:04:00,20.81565898547418
MEAM5,MEANDER,MN,RAWS,Interagency Remote Automatic Weather Stations,6.1,48.1200,-92.158890,2004-06-11T00:00:00Z,2025-04-04T22:04:00Z,7602 days 22:04:00,20.81565898547418
SEAM5,SEAGULL,MN,RAWS,Interagency Remote Automatic Weather Stations,6.1,48.120280,-90.838610,2004-06-11T00:00:00Z,2025-04-04T22:04:00Z,7602 days 22:04:00,20.81565898547418
JBGC1,JARBO GAP,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,39.735910,-121.488980,2003-04-21T00:00:00Z,2025-04-04T21:13:00Z,8019 days 21:13:00,21.957245798159555
LOUG1,LOUISVILLE,GA,RAWS,Interagency Remote Automatic Weather Stations,6.1,32.986110,-82.382220,2004-06-11T00:00:00Z,2025-04-04T22:03:00Z,7602 days 22:03:00,20.815657084188913
WSNG1,WASHINGTON,GA,RAWS,Interagency Remote Automatic Weather Stations,6.1,33.779720,-82.813610,2004-06-11T00:00:00Z,2025-04-04T22:02:00Z,7602 days 22:02:00,20.815655182903644
IVET2,COLEMAN,TX,RAWS,Interagency Remote Automatic Weather Stations,6.1,31.514500,-99.65075,2003-04-08T00:00:00Z,2025-04-04T21:07:00Z,8032 days 21:07:00,21.99282645068066
STRG1,STERLING,GA,RAWS,Interagency Remote Automatic Weather Stations,6.1,31.206540,-81.933020,2003-06-06T00:00:00Z,2025-04-04T21:19:00Z,7973 days 21:19:00,21.831316069663092
NNAG1,NEWNAN,GA,RAWS,Interagency Remote Automatic Weather Stations,6.1,33.365280,-84.859720,2004-06-11T00:00:00Z,2025-04-04T22:02:00Z,7602 days 22:02:00,20.815655182903644
LNIH1,LANAI 1,HI,RAWS,Interagency Remote Automatic Weather Stations,6.1,20.873330,-157.006390,2003-04-12T00:00:00Z,2025-04-04T21:37:00Z,8028 days 21:37:00,21.981932086090197
JCAK2,JACKSON CO AP,KY,RAWS,Interagency Remote Automatic Weather Stations,6.1,37.591940,-83.314750,2003-04-12T00:00:00Z,2025-04-04T21:56:00Z,8028 days 21:56:00,21.981968210510306
MLKH1,MOLOKAI 1,HI,RAWS,Interagency Remote Automatic Weather Stations,6.1,21.1150,-156.9475,2003-04-15T00:00:00Z,2025-04-04T21:37:00Z,8025 days 21:37:00,21.9737185337288
PULH1,PUUANAHULU,HI,RAWS,Interagency Remote Automatic Weather Stations,6.1,19.832720,-155.769730,2003-04-15T00:00:00Z,2025-04-04T21:37:00Z,8025 days 21:37:00,21.9737185337288
PWWH1,PUU WAAWAA,HI,RAWS,Interagency Remote Automatic Weather Stations,6.1,19.795100,-155.845440,2003-04-16T00:00:00Z,2025-04-04T21:37:00Z,8024 days 21:37:00,21.97098068294167
BSAK2,BIG SANDY,KY,RAWS,Interagency Remote Automatic Weather Stations,6.1,37.748830,-82.641220,2003-04-16T00:00:00Z,2025-04-04T21:56:00Z,8024 days 21:56:00,21.971016807361778
WNVH1,WAIANAE VALLEY,HI,RAWS,Interagency Remote Automatic Weather Stations,6.1,21.480720,-158.154880,2003-04-18T00:00:00Z,2025-04-04T21:37:00Z,8022 days 21:37:00,21.965504981367403
TR931,ROSWELL #2 PORTABLE,NM,RAWS,Interagency Remote Automatic Weather Stations,2.0,34.149440,-105.005970,2003-08-19T00:00:00Z,2025-04-04T21:20:00Z,7899 days 21:20:00,21.628717012700587
BTRT2,BASTROP,TX,RAWS,Interagency Remote Automatic Weather Stations,6.1,30.201390,-97.303610,2003-04-26T00:00:00Z,2025-04-04T21:08:00Z,8014 days 21:08:00,21.94354703779755
MIRT2,MATAGORDA ISLAND,TX,RAWS,Interagency Remote Automatic Weather Stations,6.1,28.122890,-96.802190,2003-06-25T00:00:00Z,2025-04-04T21:12:00Z,7954 days 21:12:00,21.7792835957107
GZFC1,STEELY FORK,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,38.626090,-120.527850,2003-05-02T00:00:00Z,2025-04-04T21:17:00Z,8008 days 21:17:00,21.92713704464218
BNHT2,BARNHART,TX,RAWS,Interagency Remote Automatic Weather Stations,6.1,30.985560,-101.157780,2004-06-11T00:00:00Z,2025-04-04T21:08:00Z,7602 days 21:08:00,20.815552513499124
BNTC1,BEAUMONT,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,33.963520,-117.006850,2003-07-31T00:00:00Z,2025-04-04T21:14:00Z,7918 days 21:14:00,21.680724769944483
LRCM8,LITTLE ROCK CREEK,MT,RAWS,Interagency Remote Automatic Weather Stations,6.1,46.037830,-114.262710,2003-05-14T00:00:00Z,2025-04-04T21:09:00Z,7996 days 21:09:00,21.89426762491444
CTMU1,COTTONWOOD MTN,UT,RAWS,Interagency Remote Automatic Weather Stations,6.1,37.983880,-112.639310,2003-05-21T00:00:00Z,2025-04-04T21:40:00Z,7989 days 21:40:00,21.87516160924785
STOM4,STONINGTON,MI,RAWS,Interagency Remote Automatic Weather Stations,6.1,45.901110,-86.931110,2004-08-11T00:00:00Z,2025-04-04T21:32:00Z,7541 days 21:32:00,20.64858924633052
CASM5,CASS LAKE,MN,RAWS,Interagency Remote Automatic Weather Stations,6.1,47.377780,-94.6150,2003-07-17T00:00:00Z,2025-04-04T22:01:00Z,7932 days 22:01:00,21.71914404137197
KNMM5,KABNAM,MN,RAWS,Interagency Remote Automatic Weather Stations,6.1,48.439190,-93.049990,2004-06-11T00:00:00Z,2025-04-04T21:31:00Z,7602 days 21:31:00,20.81559624306031
GMFN6,GANG MILLS,NY,RAWS,Interagency Remote Automatic Weather Stations,6.1,42.1000,-77.1000,2003-05-29T00:00:00Z,2025-04-04T21:08:00Z,7981 days 21:08:00,21.853197961822193
SRON6,SCHROON LAKE,NY,RAWS,Interagency Remote Automatic Weather Stations,6.1,43.8000,-73.7000,2003-05-29T00:00:00Z,2025-04-04T21:07:00Z,7981 days 21:07:00,21.853196060536924
SBFN6,SHERBURNE,NY,RAWS,Interagency Remote Automatic Weather Stations,6.1,42.7000,-75.5000,2003-05-29T00:00:00Z,2025-04-04T21:08:00Z,7981 days 21:08:00,21.853197961822193
BCHN6,STONYKILL,NY,RAWS,Interagency Remote Automatic Weather Stations,6.1,41.541390,-73.95,2003-05-29T00:00:00Z,2025-04-04T21:48:00Z,7981 days 21:48:00,21.853274013232944
BKKW1,BUCK KNOLL,WA,RAWS,Interagency Remote Automatic Weather Stations,6.1,48.028330,-123.310830,2003-06-18T00:00:00Z,2025-04-04T21:09:00Z,7961 days 21:09:00,21.798442847364818
TR950,CASTLE ROCK,WA,RAWS,Interagency Remote Automatic Weather Stations,6.1,46.271390,-122.891940,2003-06-03T00:00:00Z,2025-04-04T21:09:00Z,7976 days 21:09:00,21.8395106091718
TR951,LARCH MT.,WA,RAWS,Interagency Remote Automatic Weather Stations,6.1,45.723060,-122.345280,2003-07-09T00:00:00Z,2025-04-04T21:09:00Z,7940 days 21:09:00,21.740947980835045
BLAN4,ANCORA HOSPITAL,NJ,RAWS,Interagency Remote Automatic Weather Stations,6.1,39.684620,-74.864740,2004-05-27T00:00:00Z,2025-04-04T21:10:00Z,7617 days 21:10:00,20.856624077876646
CTWN4,COYLE FIELD,NJ,RAWS,Interagency Remote Automatic Weather Stations,6.1,39.8125,-74.4250,2004-05-26T00:00:00Z,2025-04-04T21:10:00Z,7618 days 21:10:00,20.859361928663777
GSNM8,GLEASON,MT,RAWS,Interagency Remote Automatic Weather Stations,6.1,47.8725,-112.670830,2004-06-11T00:00:00Z,2025-04-04T21:09:00Z,7602 days 21:09:00,20.815554414784394
LMCO3,LITTLE MCCOY CREEK,OR,RAWS,Interagency Remote Automatic Weather Stations,6.1,42.708060,-118.5100,2003-06-13T00:00:00Z,2025-04-04T21:57:00Z,7966 days 21:57:00,21.812223362993382
MTIN7,MT. ISLAND LAKE,NC,RAWS,Interagency Remote Automatic Weather Stations,6.1,35.379170,-80.992560,2003-06-14T00:00:00Z,2025-04-04T21:10:00Z,7965 days 21:10:00,21.809396151798616
CSVC1,CASITAS,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,34.408180,-119.371240,2004-01-14T00:00:00Z,2025-04-04T21:09:00Z,7751 days 21:09:00,21.22349418206708
BLWN5,BLUEWATER RIDGE,NM,RAWS,Interagency Remote Automatic Weather Stations,6.1,35.194170,-108.163060,2003-07-02T00:00:00Z,2025-04-04T21:05:00Z,7947 days 21:05:00,21.760105331203892
CIMN5,CIMARRON,NM,RAWS,Interagency Remote Automatic Weather Stations,6.1,36.606110,-105.120280,2003-06-19T00:00:00Z,2025-04-04T21:09:00Z,7960 days 21:09:00,21.795704996577687
KNFT2,DAYTON,TX,RAWS,Interagency Remote Automatic Weather Stations,6.1,30.1050,-94.931390,2003-06-19T00:00:00Z,2025-04-04T21:22:00Z,7960 days 21:22:00,21.795729713286182
DCRM8,DEEP CREEK,MT,RAWS,Interagency Remote Automatic Weather Stations,6.1,48.355570,-113.113710,2003-10-29T00:00:00Z,2025-04-04T21:21:00Z,7828 days 21:21:00,21.434331508099476
SDAM8,SODA SPRINGS,MT,RAWS,Interagency Remote Automatic Weather Stations,6.1,45.728720,-108.396540,2003-10-31T00:00:00Z,2025-04-04T21:21:00Z,7826 days 21:21:00,21.42885580652521
BGRM8,BROWNING,MT,RAWS,Interagency Remote Automatic Weather Stations,6.1,48.561420,-113.013280,2003-07-11T00:00:00Z,2025-04-04T21:21:00Z,7938 days 21:21:00,21.735495094684005
DCCW1,DRY CRK,WA,RAWS,Interagency Remote Automatic Weather Stations,6.1,45.943610,-121.9875,2003-07-05T00:00:00Z,2025-04-04T21:25:00Z,7944 days 21:25:00,21.751929804547874
ANBM2,ANTIETAM NB,MD,RAWS,Interagency Remote Automatic Weather Stations,6.1,39.489440,-77.753330,2006-10-11T00:00:00Z,2025-04-04T21:13:00Z,6750 days 21:13:00,18.48291314928892
PWRV2,PRINCE WILLIAM,VA,RAWS,Interagency Remote Automatic Weather Stations,6.1,38.564580,-77.371130,2012-05-23T00:00:00Z,2025-04-04T21:36:00Z,4699 days 21:36:00,12.867624914442162
FOXM2,CATOCTIN MOUNTAIN,MD,RAWS,Interagency Remote Automatic Weather Stations,6.1,39.651390,-77.493330,2010-03-29T00:00:00Z,2025-04-04T21:12:00Z,5485 days 21:12:00,15.019530002281542
BGSM7,BIG SPRING,MO,RAWS,Interagency Remote Automatic Weather Stations,6.1,36.975690,-90.998000,2005-05-24T00:00:00Z,2025-04-04T21:22:00Z,7255 days 21:22:00,19.86554490835805
PINS2,PINNACLES,SD,RAWS,Interagency Remote Automatic Weather Stations,6.1,43.880560,-102.237780,2004-03-16T00:00:00Z,2025-04-04T21:20:00Z,7689 days 21:20:00,21.053768347402844
NLOF1,NAVAL LIVE OAKS,FL,RAWS,Interagency Remote Automatic Weather Stations,6.1,30.366390,-87.1375,2006-04-07T00:00:00Z,2025-04-04T21:22:00Z,6937 days 21:22:00,18.994908358050044
CMTA4,COMPTON,AR,RAWS,Interagency Remote Automatic Weather Stations,6.1,36.067380,-93.356090,2004-03-16T00:00:00Z,2025-04-04T21:23:00Z,7689 days 21:23:00,21.05377405125865
LHQV2,HEADQUARTERS,VA,RAWS,Interagency Remote Automatic Weather Stations,6.1,38.666670,-78.3700,2006-11-09T00:00:00Z,2025-04-04T21:46:00Z,6721 days 21:46:00,18.40357821887596
DVLW4,DEVILS TOWER,WY,RAWS,Interagency Remote Automatic Weather Stations,6.1,44.581790,-104.719500,2003-09-08T00:00:00Z,2025-04-04T21:23:00Z,7879 days 21:23:00,21.57396570081375
OHAW1,OHANAPECOSH,WA,RAWS,Interagency Remote Automatic Weather Stations,6.1,46.731110,-121.571110,2003-10-06T00:00:00Z,2025-04-04T21:41:00Z,7851 days 21:41:00,21.49734010190889
BDKW2,DAVIS (BEARDEN),WV,RAWS,Interagency Remote Automatic Weather Stations,6.1,39.1050,-79.426110,2005-04-11T00:00:00Z,2025-04-04T21:17:00Z,7298 days 21:17:00,19.983262985778385
MARW2,MARLINTON,WV,RAWS,Interagency Remote Automatic Weather Stations,6.1,38.224440,-80.037780,2005-04-28T00:00:00Z,2025-04-04T21:37:00Z,7281 days 21:37:00,19.936757548102516
MCBT2,MILLER CREEK,TX,RAWS,Interagency Remote Automatic Weather Stations,6.1,33.413610,-99.400560,2003-09-03T00:00:00Z,2025-04-04T21:05:00Z,7884 days 21:05:00,21.58762073161457
DTLN5,DATIL,NM,RAWS,Interagency Remote Automatic Weather Stations,6.1,34.2925,-107.768060,2003-09-04T00:00:00Z,2025-04-04T21:11:00Z,7883 days 21:11:00,21.58489428853905
BNVA4,BOONEVILLE,AR,RAWS,Interagency Remote Automatic Weather Stations,6.1,35.142780,-93.8950,2004-06-11T00:00:00Z,2025-04-04T22:02:00Z,7602 days 22:02:00,20.815655182903644
JVLA4,JESSIEVILLE,AR,RAWS,Interagency Remote Automatic Weather Stations,6.1,34.691940,-93.22,2005-03-02T00:00:00Z,2025-04-04T22:02:00Z,7338 days 22:02:00,20.092862575100767
BRKO2,BROKEN BOW,OK,RAWS,Interagency Remote Automatic Weather Stations,6.1,34.049720,-94.737220,2004-06-11T00:00:00Z,2025-04-04T22:02:00Z,7602 days 22:02:00,20.815655182903644
CHON7,CHEOAH,NC,RAWS,Interagency Remote Automatic Weather Stations,6.1,35.336670,-83.825,2004-06-11T00:00:00Z,2025-04-04T22:05:00Z,7602 days 22:05:00,20.81566088675945
NPTN7,CROATAN,NC,RAWS,Interagency Remote Automatic Weather Stations,6.1,34.760560,-76.895560,2004-06-11T00:00:00Z,2025-04-04T21:48:00Z,7602 days 21:48:00,20.81562856490988
GDCN7,GRANDFATHER,NC,RAWS,Interagency Remote Automatic Weather Stations,6.1,35.767730,-82.040020,2004-06-11T00:00:00Z,2025-04-04T21:49:00Z,7602 days 21:49:00,20.81563046619515
LACL1,LACASSINE,LA,RAWS,Interagency Remote Automatic Weather Stations,6.1,30.001670,-92.893330,2004-07-27T00:00:00Z,2025-04-04T21:59:00Z,7556 days 21:59:00,20.689708342839758
UNFN7,UWHARRIE (TROY),NC,RAWS,Interagency Remote Automatic Weather Stations,6.1,35.362030,-79.862140,2003-12-10T00:00:00Z,2025-04-04T22:04:00Z,7786 days 22:04:00,21.319423530306487
PRWF1,ST. MARKS (WEST),FL,RAWS,Interagency Remote Automatic Weather Stations,6.1,30.010560,-84.424440,2003-12-18T00:00:00Z,2025-04-04T21:46:00Z,7778 days 21:46:00,21.29748650087459
LOLP1,LOCH LOMOND,PA,RAWS,Interagency Remote Automatic Weather Stations,6.1,41.203890,-74.889720,2003-11-24T00:00:00Z,2025-04-04T21:42:00Z,7802 days 21:42:00,21.363187314624685
FIEM8,FIELDING,MT,RAWS,Interagency Remote Automatic Weather Stations,6.1,48.277730,-113.432580,2004-09-09T00:00:00Z,2025-04-04T21:42:00Z,7512 days 21:42:00,20.569210586356377
RBVN2,RUBY VALLEY,NV,RAWS,Interagency Remote Automatic Weather Stations,6.1,40.726790,-115.247130,2005-03-17T00:00:00Z,2025-04-04T22:03:00Z,7323 days 22:03:00,20.051796714579055
TQIN2,QUIMA PEAK,NV,RAWS,Interagency Remote Automatic Weather Stations,6.1,38.486670,-117.095,2003-10-09T00:00:00Z,2025-04-04T21:11:00Z,7848 days 21:11:00,21.489069510989427
ZNRN5,ZUNI BUTTES,NM,RAWS,Interagency Remote Automatic Weather Stations,6.1,35.139190,-108.941310,2006-04-05T00:00:00Z,2025-04-04T21:42:00Z,6939 days 21:42:00,19.00042208532968
VAQC1,LOS VAQUEROS,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,37.788330,-121.734720,2003-10-17T00:00:00Z,2025-04-04T21:45:00Z,7840 days 21:45:00,21.46723134839151
SRXC1,SAN RAFAEL HILLS,CA,RAWS,Interagency Remote Automatic Weather Stations,6.1,34.194220,-118.2134,2005-01-06T00:00:00Z,2025-04-04T21:56:00Z,7393 days 21:56:00,20.24343296068142
SHOT1,SHILOH NMP,TN,RAWS,Interagency Remote Automatic Weather Stations,6.1,35.1550,-88.321670,2003-10-23T00:00:00Z,2025-04-04T21:07:00Z,7834 days 21:07:00,21.450731994828505
BLDT1,BLEDSOE SF,TN,RAWS,Interagency Remote Automatic Weather Stations,6.1,35.681940,-85.273330,2003-10-25T00:00:00Z,2025-04-04T21:05:00Z,7832 days 21:05:00,21.445252490683703
BURT1,BURNS,TN,RAWS,Interagency Remote Automatic Weather Stations,6.1,36.0650,-87.283060,2003-10-25T00:00:00Z,2025-04-04T21:06:00Z,7832 days 21:06:00,21.44525439196897
CSFT1,CHUCK SWAN SF,TN,RAWS,Interagency Remote Automatic Weather Stations,6.1,36.371390,-83.892780,2003-10-25T00:00:00Z,2025-04-04T21:05:00Z,7832 days 21:05:00,21.445252490683703
LSBT1,LEWISBURG TOWER,TN,RAWS,Interagency Remote Automatic Weather Stations,6.1,35.381670,-86.765830,2003-10-25T00:00:00Z,2025-04-04T21:06:00Z,7832 days 21:06:00,21.44525439196897
DLOT1,DELANO,TN,RAWS,Interagency Remote Automatic Weather Stations,6.1,35.247780,-84.581390,2003-10-25T00:00:00Z,2025-04-04T21:06:00Z,7832 days 21:06:00,21.44525439196897
PCFT1,PRENTICE COOPER SF,TN,RAWS,Interagency Remote Automatic Weather Stations,6.1,35.130280,-85.427780,2003-10-25T00:00:00Z,2025-04-04T21:06:00Z,7832 days 21:06:00,21.44525439196897
LCLT1,LENOIR CITY,TN,RAWS,Interagency Remote Automatic Weather Stations,6.1,35.844170,-84.331670,2003-10-25T00:00:00Z,2025-04-04T21:05:00Z,7832 days 21:05:00,21.445252490683703
IMTW1,IRON MOUNTAIN,WA,RAWS,Interagency Remote Automatic Weather Stations,6.1,48.563610,-118.619170,2003-10-25T00:00:00Z,2025-04-04T22:04:00Z,7832 days 22:04:00,21.445364666514564
CMDT1,CAMDEN TOWER,TN,RAWS,Interagency Remote Automatic Weather Stations,6.1,36.066110,-88.168610,2003-10-29T00:00:00Z,2025-04-04T21:07:00Z,7828 days 21:07:00,21.43430489010571
CHFT1,CHICKASAW SF,TN,RAWS,Interagency Remote Automatic Weather Stations,6.1,35.371320,-88.828930,2004-03-19T00:00:00Z,2025-04-04T21:07:00Z,7686 days 21:07:00,21.045530078332952
CSST1,CROSSVILLE,TN,RAWS,Interagency Remote Automatic Weather Stations,6.1,36.074440,-84.963610,2003-10-28T00:00:00Z,2025-04-04T21:06:00Z,7829 days 21:06:00,21.437040839607576
HCOT1,HAMBLEN CO. HQ,TN,RAWS,Interagency Remote Automatic Weather Stations,6.1,36.257220,-83.277220,2003-10-29T00:00:00Z,2025-04-04T21:05:00Z,7828 days 21:05:00,21.434301087535175
